"habitat"	"plot"	"subplot"	"family"	"species"	"individuals_terrestrial_0.5m"	"individuals_terrestrial_1.5m"	"individuals_epiphytic_0.5m"	"individuals_epiphytic_1.5m"
"natural_forest"	"N4"	120	"Thelypteridaceae"	"Amauropelta_recumbens"	1	0	0	0
"natural_forest"	"N4"	120	"Blechnaceae"	"Blechnum_auriculatum"	0	1	0	0
"natural_forest"	"N4"	130	"Pteridaceae"	"Doryopteris_pentagona"	0	1	0	0
"natural_forest"	"N4"	130	"Aspleniaceae"	"Asplenium_sellowianum"	4	10	0	1
"natural_forest"	"N4"	130	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	9	0	0
"natural_forest"	"N4"	130	"Thelypteridaceae"	"Amauropelta_recumbens"	0	1	0	0
"natural_forest"	"N4"	130	"Pteridaceae"	"Pteris_deflexa"	0	1	0	0
"natural_forest"	"N4"	140	"Pteridaceae"	"Pteris_deflexa"	0	1	0	0
"natural_forest"	"N4"	140	"Aspleniaceae"	"Asplenium_sellowianum"	11	34	0	0
"natural_forest"	"N4"	140	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	8	0	0
"natural_forest"	"N4"	140	"Pteridaceae"	"Doryopteris_pentagona"	1	1	0	0
"natural_forest"	"N4"	140	"Aspleniaceae"	"Asplenium_gastonis"	0	3	0	0
"natural_forest"	"N4"	150	"Aspleniaceae"	"Asplenium_gastonis"	0	1	0	0
"natural_forest"	"N4"	150	"Pteridaceae"	"Doryopteris_concolor"	0	1	0	0
"natural_forest"	"N4"	150	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	6
"natural_forest"	"N4"	150	"Aspleniaceae"	"Asplenium_sellowianum"	5	17	0	1
"natural_forest"	"N4"	150	"Dryopteridaceae"	"Ctenitis_submarginalis"	6	7	0	0
"natural_forest"	"N5"	0	"Polypodiaceae"	"Pecluma_truncorum"	2	1	21	31
"natural_forest"	"N5"	0	"Thelypteridaceae"	"Amauropelta_decurtata"	13	10	0	0
"natural_forest"	"N5"	0	"Aspleniaceae"	"Asplenium_sellowianum"	0	4	0	0
"natural_forest"	"N5"	0	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	1	0	0
"natural_forest"	"N5"	0	"Dryopteridaceae"	"Polystichum_platylepis"	0	1	0	0
"natural_forest"	"N5"	10	"Polypodiaceae"	"Pecluma_truncorum"	1	2	6	38
"natural_forest"	"N5"	10	"Aspleniaceae"	"Asplenium_sellowianum"	2	6	3	3
"natural_forest"	"N5"	10	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	8	0	0
"natural_forest"	"N5"	10	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	0
"natural_forest"	"N5"	10	"Dryopteridaceae"	"Polystichum_platylepis"	0	1	0	0
"natural_forest"	"N5"	10	"Hymenophyllaceae"	"Didymoglossum_hymenoides"	0	0	0	2
"natural_forest"	"N5"	20	"Polypodiaceae"	"Pecluma_truncorum"	2	4	7	17
"natural_forest"	"N5"	20	"Aspleniaceae"	"Asplenium_sellowianum"	10	14	0	0
"natural_forest"	"N5"	20	"Dryopteridaceae"	"Polystichum_platylepis"	3	7	0	0
"natural_forest"	"N5"	20	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	4	0	0
"natural_forest"	"N5"	20	"Polypodiaceae"	"Pecluma_truncorum"	2	4	7	17
"natural_forest"	"N5"	20	"Blechnaceae"	"Blechnum_auriculatum"	1	0	0	0
"natural_forest"	"N5"	20	"Thelypteridaceae"	"Amauropelta_decurtata"	0	2	0	0
"natural_forest"	"N5"	30	"Aspleniaceae"	"Asplenium_sellowianum"	8	7	0	8
"natural_forest"	"N5"	30	"Dryopteridaceae"	"Polystichum_platylepis"	0	9	0	0
"natural_forest"	"N5"	30	"Anemiaceae"	"Anemia_phyllitidis"	0	0	0	2
"natural_forest"	"N5"	30	"Thelypteridaceae"	"Amauropelta_decurtata"	10	11	0	0
"natural_forest"	"N5"	30	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	4	0	0
"natural_forest"	"N5"	40	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	3
"natural_forest"	"N5"	40	"Aspleniaceae"	"Asplenium_sellowianum"	5	3	0	0
"natural_forest"	"N5"	40	"Thelypteridaceae"	"Amauropelta_decurtata"	5	13	0	0
"natural_forest"	"N5"	40	"Dryopteridaceae"	"Polystichum_platylepis"	1	6	0	0
"natural_forest"	"N5"	40	"Polypodiaceae"	"Pecluma_truncorum"	1	2	2	2
"natural_forest"	"N5"	40	"Hymenophyllaceae"	"Didymoglossum_hymenoides"	0	0	0	3
"natural_forest"	"N5"	40	"Blechnaceae"	"Blechnum_austrobrasilianum"	8	5	0	0
"natural_forest"	"N5"	40	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	1	0	0
"natural_forest"	"N5"	50	"Dryopteridaceae"	"Polystichum_platylepis"	5	0	0	0
"natural_forest"	"N5"	50	"Thelypteridaceae"	"Amauropelta_decurtata"	11	15	0	0
"natural_forest"	"N5"	50	"Aspleniaceae"	"Asplenium_sellowianum"	6	18	0	0
"natural_forest"	"N5"	50	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	2	0	0
"natural_forest"	"N5"	50	"Polypodiaceae"	"Pecluma_truncorum"	0	0	2	0
"natural_forest"	"N5"	50	"Blechnaceae"	"Blechnum_austrobrasilianum"	0	1	0	0
"natural_forest"	"N5"	50	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	2
"natural_forest"	"N5"	50	"Blechnaceae"	"Blechnum_auriculatum"	1	0	0	0
"natural_forest"	"N5"	60	"Thelypteridaceae"	"Amauropelta_decurtata"	10	10	0	0
"natural_forest"	"N5"	60	"Aspleniaceae"	"Asplenium_sellowianum"	12	19	0	0
"natural_forest"	"N5"	60	"Polypodiaceae"	"Pecluma_truncorum"	5	3	2	20
"natural_forest"	"N5"	60	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"natural_forest"	"N5"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	5	6	0	0
"natural_forest"	"N5"	70	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"natural_forest"	"N5"	70	"Polypodiaceae"	"Pecluma_truncorum"	1	1	3	11
"natural_forest"	"N5"	70	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	3	0	0
"natural_forest"	"N5"	70	"Aspleniaceae"	"Asplenium_sellowianum"	1	2	0	0
"natural_forest"	"N5"	70	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	2	7
"natural_forest"	"N5"	70	"Polypodiaceae"	"Pecluma_sicca"	0	0	0	3
"natural_forest"	"N5"	80	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	6
"natural_forest"	"N5"	80	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"natural_forest"	"N5"	80	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	0	1
"natural_forest"	"N5"	80	"Thelypteridaceae"	"Amauropelta_decurtata"	13	17	0	0
"natural_forest"	"N5"	80	"Hymenophyllaceae"	"Didymoglossum_hymenoides"	0	0	0	2
"natural_forest"	"N5"	80	"Aspleniaceae"	"Asplenium_sellowianum"	2	6	2	0
"natural_forest"	"N5"	80	"Dicksoniaceae"	"Dicksonia_sellowiana"	0	3	0	0
"natural_forest"	"N5"	80	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	1	0	0
"natural_forest"	"N5"	90	"Aspleniaceae"	"Asplenium_sellowianum"	10	18	2	2
"natural_forest"	"N5"	90	"Dryopteridaceae"	"Polystichum_platylepis"	2	9	0	0
"natural_forest"	"N5"	90	"Thelypteridaceae"	"Amauropelta_decurtata"	26	40	0	0
"natural_forest"	"N5"	90	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	2
"natural_forest"	"N5"	90	"Polypodiaceae"	"Pecluma_truncorum"	0	0	2	5
"natural_forest"	"N5"	90	"Hymenophyllaceae"	"Didymoglossum_hymenoides"	0	0	0	1
"natural_forest"	"N5"	100	"Aspleniaceae"	"Asplenium_sellowianum"	9	17	1	0
"natural_forest"	"N5"	100	"Hymenophyllaceae"	"Didymoglossum_hymenoides"	0	0	0	3
"natural_forest"	"N5"	100	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	4	0	0
"natural_forest"	"N5"	100	"Polypodiaceae"	"Pecluma_truncorum"	1	0	3	5
"natural_forest"	"N5"	100	"Dryopteridaceae"	"Polystichum_platylepis"	2	2	0	0
"natural_forest"	"N5"	100	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	2	1
"natural_forest"	"N5"	100	"Thelypteridaceae"	"Amauropelta_decurtata"	5	10	0	0
"natural_forest"	"N5"	110	"Aspleniaceae"	"Asplenium_sellowianum"	6	19	1	1
"natural_forest"	"N5"	110	"Thelypteridaceae"	"Amauropelta_decurtata"	9	7	0	0
"natural_forest"	"N5"	110	"Polypodiaceae"	"Microgramma_squamulosa"	2	0	0	0
"natural_forest"	"N5"	110	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	12	1	0
"natural_forest"	"N5"	110	"Dryopteridaceae"	"Polystichum_platylepis"	2	2	0	0
"natural_forest"	"N5"	110	"Pteridaceae"	"Doryopteris_nobilis"	0	0	1	0
"natural_forest"	"N5"	120	"Dryopteridaceae"	"Polystichum_platylepis"	3	3	0	0
"natural_forest"	"N5"	120	"Aspleniaceae"	"Asplenium_sellowianum"	5	11	2	0
"natural_forest"	"N5"	120	"Thelypteridaceae"	"Amauropelta_decurtata"	1	0	0	0
"natural_forest"	"N5"	120	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	7	0	0
"natural_forest"	"N5"	120	"Pteridaceae"	"Doryopteris_nobilis"	0	0	4	11
"natural_forest"	"N5"	120	"Polypodiaceae"	"Pecluma_truncorum"	0	1	0	4
"natural_forest"	"N5"	130	"Dryopteridaceae"	"Polystichum_platylepis"	0	1	0	0
"natural_forest"	"N5"	130	"Polypodiaceae"	"Pecluma_truncorum"	2	0	15	29
"natural_forest"	"N5"	130	"Aspleniaceae"	"Asplenium_sellowianum"	2	9	0	0
"natural_forest"	"N5"	130	"Dryopteridaceae"	"Ctenitis_submarginalis"	6	1	0	0
"natural_forest"	"N5"	130	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	0
"natural_forest"	"N5"	140	"Polypodiaceae"	"Pecluma_truncorum"	2	4	13	35
"natural_forest"	"N5"	140	"Dryopteridaceae"	"Ctenitis_submarginalis"	9	11	0	0
"natural_forest"	"N5"	140	"Aspleniaceae"	"Asplenium_sellowianum"	4	12	0	0
"natural_forest"	"N5"	150	"Polypodiaceae"	"Pecluma_truncorum"	0	0	0	8
"natural_forest"	"N5"	150	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	6	0	0
"natural_forest"	"N5"	150	"Polypodiaceae"	"Pleopeltis_pleopeltidis"	0	0	0	4
"natural_forest"	"N5"	150	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	3	5
"natural_forest"	"N5"	150	"Polypodiaceae"	"Pleopeltis_hirsutissima"	0	0	2	1
"natural_forest"	"N5"	150	"Dryopteridaceae"	"Polystichum_platylepis"	3	2	0	0
"natural_forest"	"N5"	150	"Aspleniaceae"	"Asplenium_sellowianum"	1	3	0	0
"natural_forest"	"N5"	150	"Hymenophyllaceae"	"Didymoglossum_hymenoides"	0	0	0	4
"natural_forest"	"N5"	150	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	0	4
"natural_forest"	"N6"	0	"Aspleniaceae"	"Asplenium_sellowianum"	9	7	0	2
"natural_forest"	"N6"	0	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	0	9
"natural_forest"	"N6"	0	"Pteridaceae"	"Adiantopsis_chlorophylla"	18	32	0	0
"natural_forest"	"N6"	0	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	3	3
"natural_forest"	"N6"	0	"Thelypteridaceae"	"Amauropelta_decurtata"	0	5	0	0
"natural_forest"	"N6"	0	"Dryopteridaceae"	"Ctenitis_submarginalis"	5	6	0	0
"natural_forest"	"N6"	0	"Blechnaceae"	"Blechnum_auriculatum"	1	0	0	0
"natural_forest"	"N6"	10	"Pteridaceae"	"Adiantopsis_chlorophylla"	5	3	0	0
"natural_forest"	"N6"	10	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	8	0	0
"natural_forest"	"N6"	10	"Polypodiaceae"	"Campyloneurum_nitidum"	2	6	8	6
"natural_forest"	"N6"	10	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	6
"natural_forest"	"N6"	10	"Aspleniaceae"	"Asplenium_sellowianum"	14	20	0	0
"natural_forest"	"N6"	10	"Blechnaceae"	"Blechnum_auriculatum"	5	7	0	0
"natural_forest"	"N6"	10	"Polypodiaceae"	"Pecluma_sicca"	0	0	0	23
"natural_forest"	"N6"	20	"Polypodiaceae"	"Campyloneurum_nitidum"	1	12	2	9
"natural_forest"	"N6"	20	"Dryopteridaceae"	"Ctenitis_submarginalis"	6	16	0	0
"natural_forest"	"N6"	20	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	0
"natural_forest"	"N6"	20	"Aspleniaceae"	"Asplenium_sellowianum"	11	24	0	0
"natural_forest"	"N6"	20	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	1	0
"natural_forest"	"N6"	20	"Blechnaceae"	"Blechnum_auriculatum"	5	6	0	0
"natural_forest"	"N6"	30	"Aspleniaceae"	"Asplenium_sellowianum"	21	18	0	0
"natural_forest"	"N6"	30	"Blechnaceae"	"Blechnum_auriculatum"	7	12	0	0
"natural_forest"	"N6"	30	"Polypodiaceae"	"Campyloneurum_nitidum"	0	4	3	2
"natural_forest"	"N6"	30	"Dryopteridaceae"	"Ctenitis_submarginalis"	5	8	0	0
"natural_forest"	"N6"	30	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"natural_forest"	"N6"	30	"Pteridaceae"	"Doryopteris_pentagona"	0	3	0	0
"natural_forest"	"N6"	40	"Aspleniaceae"	"Asplenium_sellowianum"	13	26	0	1
"natural_forest"	"N6"	40	"Dryopteridaceae"	"Ctenitis_submarginalis"	10	18	0	0
"natural_forest"	"N6"	40	"Blechnaceae"	"Blechnum_auriculatum"	2	8	0	0
"natural_forest"	"N6"	40	"Polypodiaceae"	"Campyloneurum_nitidum"	0	6	3	7
"natural_forest"	"N6"	40	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"natural_forest"	"N6"	40	"Aspleniaceae"	"Asplenium_gastonis"	0	0	0	13
"natural_forest"	"N6"	40	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"natural_forest"	"N6"	50	"Blechnaceae"	"Blechnum_auriculatum"	0	4	0	0
"natural_forest"	"N6"	50	"Aspleniaceae"	"Asplenium_sellowianum"	10	11	1	1
"natural_forest"	"N6"	50	"Polypodiaceae"	"Campyloneurum_nitidum"	0	3	0	1
"natural_forest"	"N6"	50	"Dryopteridaceae"	"Ctenitis_submarginalis"	6	11	0	0
"natural_forest"	"N6"	50	"Dryopteridaceae"	"Polystichum_platylepis"	1	1	0	0
"natural_forest"	"N6"	50	"Anemiaceae"	"Anemia_phyllitidis"	0	1	0	0
"natural_forest"	"N6"	60	"Aspleniaceae"	"Asplenium_sellowianum"	11	13	0	0
"natural_forest"	"N6"	60	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	7	2
"natural_forest"	"N6"	60	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	4	0	0
"natural_forest"	"N6"	60	"Dryopteridaceae"	"Polystichum_platylepis"	1	1	0	0
"natural_forest"	"N6"	60	"Anemiaceae"	"Anemia_phyllitidis"	0	3	0	0
"natural_forest"	"N6"	60	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	5
"natural_forest"	"N6"	60	"Thelypteridaceae"	"Amauropelta_decurtata"	2	1	0	0
"natural_forest"	"N6"	60	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	2
"natural_forest"	"N6"	70	"Anemiaceae"	"Anemia_phyllitidis"	5	9	0	0
"natural_forest"	"N6"	70	"Aspleniaceae"	"Asplenium_sellowianum"	3	16	2	0
"natural_forest"	"N6"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	0	7	0	0
"natural_forest"	"N6"	70	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	2	0	0
"natural_forest"	"N6"	70	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	2	0
"natural_forest"	"N6"	80	"Thelypteridaceae"	"Amauropelta_decurtata"	6	3	0	0
"natural_forest"	"N6"	80	"Aspleniaceae"	"Asplenium_sellowianum"	4	8	1	0
"natural_forest"	"N6"	80	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	2	0	0
"natural_forest"	"N6"	80	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	7	6
"natural_forest"	"N6"	80	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	1	5	3	0
"natural_forest"	"N6"	80	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	0	1
"natural_forest"	"N6"	90	"Aspleniaceae"	"Asplenium_sellowianum"	5	7	0	4
"natural_forest"	"N6"	90	"Pteridaceae"	"Adiantopsis_chlorophylla"	0	3	0	0
"natural_forest"	"N6"	90	"Polypodiaceae"	"Campyloneurum_nitidum"	4	1	1	4
"natural_forest"	"N6"	90	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"natural_forest"	"N6"	90	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"natural_forest"	"N6"	90	"Anemiaceae"	"Anemia_phyllitidis"	2	2	0	0
"natural_forest"	"N6"	90	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	2	0	0
"natural_forest"	"N6"	90	"Dryopteridaceae"	"Polystichum_platylepis"	1	3	0	0
"natural_forest"	"N6"	90	"Thelypteridaceae"	"Amauropelta_decurtata"	0	2	0	0
"natural_forest"	"N6"	100	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"natural_forest"	"N6"	100	"Aspleniaceae"	"Asplenium_sellowianum"	3	3	1	1
"natural_forest"	"N6"	100	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	4	0	0
"natural_forest"	"N6"	100	"Thelypteridaceae"	"Amauropelta_decurtata"	0	9	0	0
"natural_forest"	"N6"	100	"Anemiaceae"	"Anemia_phyllitidis"	1	0	0	0
"natural_forest"	"N6"	110	"Dryopteridaceae"	"Polystichum_platylepis"	0	1	0	0
"natural_forest"	"N6"	110	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	7	0	0
"natural_forest"	"N6"	110	"Aspleniaceae"	"Asplenium_sellowianum"	7	6	0	1
"natural_forest"	"N6"	110	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"natural_forest"	"N6"	110	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"natural_forest"	"N6"	110	"Polypodiaceae"	"Pleopeltis_pleopeltidis"	0	0	0	1
"natural_forest"	"N6"	110	"Pteridaceae"	"Doryopteris_concolor"	1	0	0	0
"natural_forest"	"N6"	110	"Anemiaceae"	"Anemia_phyllitidis"	0	1	0	0
"natural_forest"	"N6"	120	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	2	0	0
"natural_forest"	"N6"	120	"Polypodiaceae"	"Campyloneurum_nitidum"	4	4	0	13
"natural_forest"	"N6"	120	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	4
"natural_forest"	"N6"	120	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	1	2
"natural_forest"	"N6"	120	"Aspleniaceae"	"Asplenium_sellowianum"	6	9	0	1
"natural_forest"	"N6"	130	"Aspleniaceae"	"Asplenium_sellowianum"	12	23	0	1
"natural_forest"	"N6"	130	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	4	0	0
"natural_forest"	"N6"	130	"Polypodiaceae"	"Campyloneurum_nitidum"	4	6	0	4
"natural_forest"	"N6"	130	"Blechnaceae"	"Blechnum_auriculatum"	6	3	0	0
"natural_forest"	"N6"	130	"Thelypteridaceae"	"Amauropelta_decurtata"	3	7	0	0
"natural_forest"	"N6"	130	"Polypodiaceae"	"Pecluma_sicca"	0	0	3	0
"natural_forest"	"N6"	130	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	0	4
"natural_forest"	"N6"	130	"Anemiaceae"	"Anemia_phyllitidis"	1	0	0	0
"natural_forest"	"N6"	130	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"natural_forest"	"N6"	140	"Thelypteridaceae"	"Amauropelta_decurtata"	0	5	0	0
"natural_forest"	"N6"	140	"Dryopteridaceae"	"Polystichum_platylepis"	1	1	0	0
"natural_forest"	"N6"	140	"Dryopteridaceae"	"Ctenitis_submarginalis"	1	12	0	0
"natural_forest"	"N6"	140	"Aspleniaceae"	"Asplenium_sellowianum"	6	5	0	0
"natural_forest"	"N6"	140	"Pteridaceae"	"Pteris_deflexa"	1	0	0	0
"natural_forest"	"N6"	140	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	2
"natural_forest"	"N6"	140	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	1
"natural_forest"	"N6"	150	"Polypodiaceae"	"Pecluma_sicca"	0	0	0	2
"natural_forest"	"N6"	150	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	10	0	0
"natural_forest"	"N6"	150	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	11
"natural_forest"	"N6"	150	"Aspleniaceae"	"Asplenium_sellowianum"	3	4	1	0
"natural_forest"	"N6"	150	"Polypodiaceae"	"Campyloneurum_nitidum"	0	7	0	6
"natural_forest"	"N6"	150	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	9
"natural_forest"	"N6"	150	"Polypodiaceae"	"Pleopeltis_pleopeltidis"	0	0	1	0
"araucaria_plantation"	"A1"	0	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	0	0	0
"araucaria_plantation"	"A1"	0	"Dryopteridaceae"	"Ctenitis_submarginalis"	0	0	0	0
"araucaria_plantation"	"A1"	0	"Thelypteridaceae"	"Amauropelta_decurtata"	0	4	0	0
"araucaria_plantation"	"A1"	0	"Selaginellaceae"	"Selaginella_muscosa"	0	1	0	0
"araucaria_plantation"	"A1"	0	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A1"	0	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	0	5
"araucaria_plantation"	"A1"	0	"Thelypteridaceae"	"Amauropelta_recumbens"	16	19	0	0
"araucaria_plantation"	"A1"	10	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	2	0	0
"araucaria_plantation"	"A1"	10	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"araucaria_plantation"	"A1"	10	"Thelypteridaceae"	"Amauropelta_recumbens"	1	20	0	0
"araucaria_plantation"	"A1"	10	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A1"	10	"Polypodiaceae"	"Pleopeltis_pleopeltifolia"	0	0	1	0
"araucaria_plantation"	"A1"	10	"Dryopteridaceae"	"Ctenitis_submarginalis"	2	26	0	0
"araucaria_plantation"	"A1"	20	"Dryopteridaceae"	"Polystichum_platylepis"	0	2	0	0
"araucaria_plantation"	"A1"	20	"Blechnaceae"	"Neoblechnum_brasiliense"	1	0	0	0
"araucaria_plantation"	"A1"	20	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	10	0	0
"araucaria_plantation"	"A1"	20	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	7	0	0
"araucaria_plantation"	"A1"	20	"Thelypteridaceae"	"Amauropelta_decurtata"	5	0	0	0
"araucaria_plantation"	"A1"	20	"Thelypteridaceae"	"Amauropelta_recumbens"	6	14	0	0
"araucaria_plantation"	"A1"	20	"Pteridaceae"	"Pteris_deflexa"	0	2	0	0
"araucaria_plantation"	"A1"	30	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	13	0	0
"araucaria_plantation"	"A1"	30	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	5	0	0
"araucaria_plantation"	"A1"	30	"Thelypteridaceae"	"Amauropelta_decurtata"	0	1	0	0
"araucaria_plantation"	"A1"	40	"Dryopteridaceae"	"Ctenitis_submarginalis"	8	17	0	0
"araucaria_plantation"	"A1"	40	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	5	0	0
"araucaria_plantation"	"A1"	40	"Thelypteridaceae"	"Amauropelta_decurtata"	23	60	0	0
"araucaria_plantation"	"A1"	50	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A1"	50	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	1	0	0
"araucaria_plantation"	"A1"	50	"Dryopteridaceae"	"Ctenitis_submarginalis"	3	11	0	0
"araucaria_plantation"	"A1"	50	"Thelypteridaceae"	"Amauropelta_decurtata"	3	21	0	0
"araucaria_plantation"	"A1"	50	"Thelypteridaceae"	"Macrothelypteris_torresiana"	0	1	0	0
"araucaria_plantation"	"A1"	50	"Polypodiaceae"	"Campyloneurum_nitidum"	0	0	0	1
"araucaria_plantation"	"A1"	50	"Aspleniaceae"	"Asplenium_sellowianum"	0	1	0	0
"araucaria_plantation"	"A1"	60	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A1"	60	"Thelypteridaceae"	"Amauropelta_decurtata"	0	5	0	0
"araucaria_plantation"	"A1"	60	"Blechnaceae"	"Neoblechnum_brasiliense"	0	3	0	0
"araucaria_plantation"	"A1"	60	"Dryopteridaceae"	"Ctenitis_submarginalis"	4	12	0	0
"araucaria_plantation"	"A1"	60	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A1"	60	"Thelypteridaceae"	"Amauropelta_recumbens"	1	0	0	0
"araucaria_plantation"	"A1"	70	"Dryopteridaceae"	"Ctenitis_submarginalis"	12	11	0	0
"araucaria_plantation"	"A1"	70	"Thelypteridaceae"	"Amauropelta_recumbens"	0	54	0	0
"araucaria_plantation"	"A1"	70	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	1	0	0
"araucaria_plantation"	"A1"	70	"Thelypteridaceae"	"Amauropelta_decurtata"	0	7	0	0
"araucaria_plantation"	"A1"	80	"Pteridaceae"	"Adiantopsis_chlorophylla"	0	2	0	0
"araucaria_plantation"	"A1"	80	"Dryopteridaceae"	"Ctenitis_submarginalis"	11	21	0	0
"araucaria_plantation"	"A1"	80	"Thelypteridaceae"	"Amauropelta_recumbens"	7	27	0	0
"araucaria_plantation"	"A1"	80	"Thelypteridaceae"	"Goniopteris_riograndensis"	0	1	0	0
"araucaria_plantation"	"A1"	80	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	1
"araucaria_plantation"	"A1"	90	"Polypodiaceae"	"Microgramma_squamulosa"	0	0	0	2
"araucaria_plantation"	"A1"	90	"Thelypteridaceae"	"Amauropelta_recumbens"	0	8	0	0
"araucaria_plantation"	"A1"	90	"Dryopteridaceae"	"Ctenitis_submarginalis"	5	19	0	0
"araucaria_plantation"	"A1"	90	"Dryopteridaceae"	"Megalastrum_oreocharis"	0	4	0	0
"araucaria_plantation"	"A1"	90	"Blechnaceae"	"Neoblechnum_brasiliense"	0	1	0	0
"araucaria_plantation"	"A1"	90	"Blechnaceae"	"Lomaridium_plumieri"	0	1	0	0
"araucaria_plantation"	"A1"	90	"Dryopteridaceae"	"Polystichum_platylepis"	0	3	0	0
"araucaria_plantation"	"A1"	100	"Dryopteridaceae"	"Megalastrum_oreocharis"	1	2	0	0
